Departamento  de la Institución;Provincias dela República  de Panamá;Tipo de Ley;Fecha de Entrada de Queja;Mes de Entrada de Queja;Motivo de Queja;Agente Económico;Actividad;Marca de Producto;Producto;Velor de Apertura de Queja;Resultado de Queja;Efectivo Devuelto al Consumidor (B/.);Fecha de Cierre de Queja;Mes Cierre de Queja;Año Cierre de Queja;Año Recibido de Queja
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Incumplimiento de garantía;EMPRESAS CARBONE, S.A.;Electrodomésticos/equipos electrónicos;No se Registro;Computadora;464.37;Desistimiento/Devolución;464.37;14-abr-2025;Abr 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Resolución de contrato;CABLE & WIRELESS PANAMÁ;Telefonia;No se Registro;No se Registro;22.42;Desistimiento;;22-abr-2025;Abr 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Incumplimiento de servicio;AIR EUROPA;Líneas aéreas;No se Registro;No se Registro;4,352.92;Acuerdo/Devolución;3,392.70;20-jun-2025;Jun 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Incumplimiento de servicio;YC INVESTMENTS, S.A.;Servicios Profesionales;No se Registro;No se Registro;850.00;Pendiente constancia desistimiento;;07-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Incumplimiento de garantía;L & L IMPORT & EXPORT, S.A.;Celulares;REDMI;Celular;112.50;Desistimiento;;24-abr-2025;Abr 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;27-mar-2025;Mar 25;Falta de información;IMPORTADORA MADURO, S.A.;Almacén de ropa y calzados;No se Registro;No se Registro;21.62;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Resolución de contrato;INVERSIONES EL CREPÚSCULO, S.A.;Funerarias;No se Registro;No se Registro;730.00;Transacción extrajudicial;;07-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Falta de información;INVERSIONES EL CREPÚSCULO, S.A.;Funerarias;No se Registro;No se Registro;31.00;Acuerdo en audiencia/Varios;;23-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Falta de información;TU BIENESTAR COMPANY, S.A.;Funerarias;No se Registro;No se Registro;26.00;Acuerdo en audiencia/Varios;;02-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;27-mar-2025;Mar 25;Incumplimiento de garantía;MOVIL HOME;Repuestos y reparaciones (talleres varios no autos);No se Registro;No se Registro;2.50;Corregiduría/Casa de Justicia Comunitaria de Paz;;19-sep-2025;Sep 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Incumplimiento de garantía;ARATERA PANAMA;Celulares;Iphone;No se Registro;66.18;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;31-mar-2025;Mar 25;Incumplimiento de servicio;COPA AIRLINES;Líneas aéreas;No se Registro;No se Registro;12.77;Acuerdo/Devolución;12.77;01-jul-2025;Jul 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;27-mar-2025;Mar 25;Incumplimiento de garantía;PANAFOTO;Electrodomésticos/equipos electrónicos;LG;Refrigeradora;3,707.55;Acuerdo/Reemplazo;;02-jun-2025;Jun 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;27-mar-2025;Mar 25;Incumplimiento de garantía;ENCUENTRA 507;Celulares;Xiaomi;Celular;380.00;Acuerdo/Reemplazo;;02-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;31-mar-2025;Mar 25;Incumplimiento de contrato;WOOD QUALITY;Mueblerías;No se Registro;Mueble de sala;246.19;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;31-mar-2025;Mar 25;Incumplimiento de servicio;KOKO;Joyería/Relojerías;No se Registro;No se Registro;162.50;Corregiduría/Casa de Justicia Comunitaria de Paz;;18-nov-2025;Nov 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;31-mar-2025;Mar 25;Incumplimiento de garantía;EMPRESAS CARBONE, S.A.;Electrodomésticos/equipos electrónicos;No se Registro;Lámpara;33.57;Desistimiento/Devolución;33.57;15-abr-2025;Abr 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;31-mar-2025;Mar 25;Falta de información;INVERSIONES EL CREPÚSCULO, S.A.;Funerarias;No se Registro;No se Registro;31.00;Desistimiento;;23-abr-2025;Abr 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;31-mar-2025;Mar 25;Incumplimiento de garantía;IZOD CORP.;Almacén de ropa y calzados;No se Registro;Zapatos;74.89;Pendiente constancia desistimiento;74.89;21-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;12-mar-2025;Mar 25;Devolución de dinero;TICA BUS;Transporte (fletes, encomiendas y similares);No se Registro;No se Registro;58.00;Desistimiento/Devolución;58.00;23-jun-2025;Jun 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;07-mar-2025;Mar 25;Incumplimiento de garantía;FINKAGRO 507;Almacén por departamentos;No se Registro;No se Registro;144.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;07-mar-2025;Mar 25;Falta de información;ALEJANDRA RIVERA STUDIO;Salón de belleza;No se Registro;No se Registro;140.00;Abandono;;05-ago-2025;Ago 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;12-mar-2025;Mar 25;Incumplimiento de servicio;RAENCO;Almacén por departamentos;No se Registro;No se Registro;114.28;Pendiente constancia desistimiento;;28-mar-2025;Mar 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;07-mar-2025;Mar 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;31.72;Acuerdo en audiencia/Varios;;12-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;14-mar-2025;Mar 25;Vicio oculto;GRUPO ALTOS DE LAS CUMBRES, S.A.;Inmobiliarias;No se Registro;No se Registro;3,700.50;Resolución/Reparar;;23-oct-2025;Oct 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-mar-2025;Mar 25;Incumplimiento de garantía;SHALOM, S.A.;Almacén por departamentos;Premier;Estufa;192.58;Desistimiento;;02-sep-2025;Sep 25;2025;2025
Decisión;Bocas del Toro;Ley 45 de 2007;19-mar-2025;Mar 25;Incumplimiento de contrato;MUEBLERIA CREDITOS CHIRIQUI;Mueblería/equipo electrónico;No se Registro;No se Registro;6,530.00;En proceso;;;;;2025
Decisión;Coclé;Ley 45 de 2007;11-mar-2025;Mar 25;Incumplimiento de garantía;PACIFIC CENTRAL MOTORS;Agencia de motos;No se Registro;Moto;1,914.00;Acuerdo en audiencia/Reemplazo;;05-sep-2025;Sep 25;2025;2025
Decisión;Coclé;Ley 45 de 2007;18-mar-2025;Mar 25;Incumplimiento de garantía;CABLE & WIRELESS PANAMÁ;Telefonia;Samsung;Celular;939.00;En proceso;;;;;2025
Decisión;Coclé;Ley 45 de 2007;19-mar-2025;Mar 25;Resolución de contrato;INVERSIONES EL CREPÚSCULO, S.A.;Funerarias;No se Registro;No se Registro;31.00;Acuerdo en audiencia/Varios;;05-sep-2025;Sep 25;2025;2025
Decisión;Coclé;Ley 45 de 2007;19-mar-2025;Mar 25;Incumplimiento de servicio;SMART CELL;Celulares;No se Registro;Celular;45.00;Desistimiento/Devolución;90.00;12-jun-2025;Jun 25;2025;2025
Decisión;Colón;Ley 45 de 2007;14-mar-2025;Mar 25;Falta de información;PROMOTORA GREENHOUSES, S.A.;Inmobiliarias;No se Registro;Vivienda;2,596.00;En proceso;;;;;2025
Decisión;Colón;Ley 45 de 2007;25-mar-2025;Mar 25;Falta de información;PROMOTORA GREENHOUSES, S.A.;Inmobiliarias;No se Registro;Vivienda;2,902.00;En proceso;;;;;2025
Vehículo a Motor;Chiriquí;Ley 14 de 2018;24-mar-2025;Mar 25;Devolución de dinero;RASTRO TONELADAS;Repuestos para autos;No se Registro;Transmisión;600.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;10-mar-2025;Mar 25;Devolución de dinero;BELLA VISTA PROMOCIONES INMOBILIARIAS, S.A.;Inmobiliarias;No se Registro;No se Registro;2,558.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;12-mar-2025;Mar 25;Incumplimiento de garantía;DO IT CENTER;Almacén por departamentos;Frigidaire;Refrigeradora;592.05;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;12-mar-2025;Mar 25;Resolución de contrato;CABLE & WIRELESS PANAMÁ;Telefonia;No se Registro;No se Registro;22.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;20-mar-2025;Mar 25;Custodia de bien;MATERIALES DORADO PLUS;Ferreterías, materiales de construccion o similares;No se Registro;No se Registro;2,451.41;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;11-mar-2025;Mar 25;Resolución de contrato;CABLE & WIRELESS PANAMÁ;Telefonia;No se Registro;No se Registro;10.08;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;25-mar-2025;Mar 25;Resolución de contrato;CABLE & WIRELESS PANAMÁ;Telefonia;No se Registro;No se Registro;24.40;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;27-mar-2025;Mar 25;Resolución de contrato;BELLA VISTA PROMOCIONES INMOBILIARIAS, S.A.;Inmobiliarias;No se Registro;No se Registro;950.00;En proceso;;;;;2025
Vehículo a Motor;Herrera;Ley 14 de 2018;07-mar-2025;Mar 25;Custodia de bien;LAVA AUTO LAS 24/7;Lavautos;Lexus;Automóvil;634.35;Desistimiento/Devolución;300.00;11-mar-2025;Mar 25;2025;2025
Vehículo a Motor;Herrera;Ley 14 de 2018;28-mar-2025;Mar 25;Incumplimiento de servicio;DAYTONA AUTO SERVICE;Taller de reparación de autos;Ford;Automóvil;4,600.00;En proceso;;;;;2025
Decisión;Herrera;Ley 45 de 2007;13-mar-2025;Mar 25;Rescindir contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;23.95;En proceso;;;;;2025
Decisión;Los Santos;Ley 45 de 2007;26-mar-2025;Mar 25;Falta de información;CM FINANCIERA;Financieras;No se Registro;No se Registro;1,105.00;En proceso;;;;;2025
Decisión;Los Santos;Ley 45 de 2007;28-mar-2025;Mar 25;Incumplimiento de garantía;SANBEL, S.A.;Mueblería/equipo electrónico;Raly;Bicicleta;53.00;Desistimiento;;03-abr-2025;Abr 25;2025;2025
Vehículo a Motor;Veraguas;Ley 14 de 2018;11-mar-2025;Mar 25;Devolución de dinero;GEEX CARGO EXPRESS;Ventas por internet;No se Registro;Pieza de Repuesto;101.65;Desistimiento/Devolución;101.65;05-jun-2025;Jun 25;2025;2025
Vehículo a Motor;Veraguas;Ley 14 de 2018;19-mar-2025;Mar 25;Incumplimiento de garantía;REFRIGERACION ULLOA N°2;Repuestos y reparaciones (talleres varios no autos);No se Registro;Pieza de Repuesto;55.00;Desistimiento/Devolución;55.00;05-jun-2025;Jun 25;2025;2025
Decisión;Veraguas;Ley 45 de 2007;07-mar-2025;Mar 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;28.25;Desistimiento;;17-jun-2025;Jun 25;2025;2025
Decisión;Veraguas;Ley 45 de 2007;07-mar-2025;Mar 25;Incumplimiento de garantía;LOVE PHONE MOVIL, S.A.;Celulares;Iphone;Celular;385.00;Desistimiento;;11-ago-2025;Ago 25;2025;2025
Decisión;Veraguas;Ley 45 de 2007;10-mar-2025;Mar 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;20.00;Desistimiento;;09-jul-2025;Jul 25;2025;2025
Decisión;Veraguas;Ley 45 de 2007;20-mar-2025;Mar 25;Falta de información;OUTDOOR ADVENTURE;Zapaterías;No se Registro;Zapatos;192.60;Desistimiento;;05-jun-2025;Jun 25;2025;2025
Veracidad;Pmá Oeste;Ley 45 de 2007;27-mar-2025;Mar 25;Veracidad de la publicidad;PROMOTORA INMOBILIARIA SOLO;Inmobiliarias;No se Registro;Vivienda;135,000.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;10-mar-2025;Mar 25;Devolución de dinero;GRÙAS PULICE S,A;Servicios de grúas;No se Registro;No se Registro;160.00;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;07-mar-2025;Mar 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;20.00;Desistimiento;;30-jul-2025;Jul 25;2025;2025
Decisión;Pmá Oeste;Ley 45 de 2007;10-mar-2025;Mar 25;Incumplimiento de garantía;TIGO PANAMÁ;Celulares;Iphone;Celular;1,069.95;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;21-mar-2025;Mar 25;Incumplimiento de garantía;ACERO Y MODULARES, S.A.;Almacén por departamentos;No se Registro;Maquina de soldar;209.99;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;24-mar-2025;Mar 25;Incumplimiento de garantía;SERVICIO TECNICO LOS NARANJOS;Electrodomésticos/equipos electrónicos;No se Registro;No se Registro;240.00;Desistimiento;;03-sep-2025;Sep 25;2025;2025
Decisión;Pmá Oeste;Ley 45 de 2007;26-mar-2025;Mar 25;Incumplimiento de garantía;RAENCO;Almacén por departamentos;LG;Refrigeradora;459.03;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;26-mar-2025;Mar 25;Incumplimiento de servicio;TALLER JAVIER LASSO;Herrerías;No se Registro;No se Registro;340.00;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;27-mar-2025;Mar 25;Incumplimiento de garantía;ÚNICA;Mueblería/equipo electrónico;Nisato;Refrigeradora;406.60;Acuerdo en audiencia/Reemplazo;;27-nov-2025;Nov 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;23-abr-2025;Abr 25;Incumplimiento de garantía;EMPRESAS CARBONE, S.A.;Ferreterías, materiales de construccion o similares;No se Registro;No se Registro;126.13;Desistimiento;;04-jun-2025;Jun 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;03-abr-2025;Abr 25;Incumplimiento de garantía;PRICESMART;Almacén por departamentos;Samsung;Televisor;748.75;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;09-abr-2025;Abr 25;Falta de información;PROMOTORA CASAS PACIFICAS;Inmobiliarias;No se Registro;No se Registro;50.00;Acuerdo/Devolución;50.00;03-jul-2025;Jul 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;25-abr-2025;Abr 25;Incumplimiento de garantía;MUEBLES JAMAR;Mueblerías;No se Registro;No se Registro;1,289.72;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;01-abr-2025;Abr 25;Incumplimiento de garantía;LA CASA DE LAS BATERIAS;Repuestos para autos;Toyota;Batería de auto;67.36;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;01-abr-2025;Abr 25;Vicio oculto;TRANS STS PANAMÁ;Venta de autos usados;Ford;Automóvil;6,500.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;02-abr-2025;Abr 25;Falta de información;FARID MOTOR/ AUTOS PLATINUM/ MOTOR SHARK COMPANY;Venta de autos usados;KIA;Automóvil;11,715.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;02-abr-2025;Abr 25;Incumplimiento de garantía;METAL MECANICA MONTREAL, S.A.;Taller de reparación de autos;KIA;Automóvil;400.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;03-abr-2025;Abr 25;Incumplimiento de garantía;AUTOS PLATINIUM;Venta de autos usados;Suzuki;Automóvil;2,500.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;03-abr-2025;Abr 25;Incumplimiento de garantía;AVANSMOTOR, S.A.;Agencia de autos;Bestune;Automóvil;23,490.00;Desistimiento;;07-jul-2025;Jul 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;07-abr-2025;Abr 25;Incumplimiento de servicio;ROAD CARS SERVICES;Taller de reparación de autos;Ford;Automóvil;1,976.59;Desistimiento;;16-jul-2025;Jul 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;08-abr-2025;Abr 25;Incumplimiento de garantía;AUTO DÓLAR PTY;Venta de autos usados;KIA;Automóvil;4,990.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;09-abr-2025;Abr 25;Incumplimiento de servicio;TALLER LA LUCHA;Taller de reparación de autos;Honda;Automóvil;450.00;Desistimiento;;07-jul-2025;Jul 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;10-abr-2025;Abr 25;Falta de información;TOTAL CARS;Venta de autos usados;Nissan;Automóvil;4,250.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;10-abr-2025;Abr 25;Incumplimiento de garantía;TECNOSERVICIOS HIDROMÁTICOS PTY;Taller de reparación de autos;Toyota;Automóvil;3,916.20;Desistimiento;;02-sep-2025;Sep 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;11-abr-2025;Abr 25;Incumplimiento de garantía;BAY MOTORS, S.A.;Agencia de autos;Geely;Automóvil;26,990.00;Pendiente constancia desistimiento;;12-ago-2025;Ago 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;14-abr-2025;Abr 25;Incumplimiento de garantía;MOTORES JAPONESES;Agencia de autos;Suzuki;Automóvil;23,100.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;14-abr-2025;Abr 25;Incumplimiento de garantía;MOLDURAS AUTOMOTRIZ S.A.;Repuestos para autos;KIA;Automóvil;107.00;Desistimiento;;16-jul-2025;Jul 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;15-abr-2025;Abr 25;Incumplimiento de garantía;GAC MOTOR;Agencia de autos;GAC;Automóvil;18,499.99;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;16-abr-2025;Abr 25;Falta de información;SANTY CARS 507;Venta de autos usados;Hyundai;Automóvil;8,900.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;23-abr-2025;Abr 25;Incumplimiento de garantía;PETROAUTOS, S.A.;Agencia de autos;Jetour;Automóvil;26,200.01;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;23-abr-2025;Abr 25;Incumplimiento de garantía;PETROAUTOS, S.A.;Agencia de autos;Jetour;Automóvil;25,000.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;23-abr-2025;Abr 25;Incumplimiento de garantía;AUTOS PRITY 507;Venta de autos usados;KIA;Automóvil;1,139.73;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;24-abr-2025;Abr 25;Incumplimiento de servicio;ICE MAKERS, S.A.;Taller de reparación de autos;Nissan;Automóvil;788.59;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;24-abr-2025;Abr 25;Incumplimiento de garantía;AUTOS PRITY 507;Venta de autos usados;Mitsubishi;Automóvil;3,300.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;24-abr-2025;Abr 25;Incumplimiento de garantía;OEM STORE PANAMÁ / OEM CORPORATION;Taller de reparación de autos;Land Rover;Automóvil;6,624.40;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;25-abr-2025;Abr 25;Incumplimiento de garantía;AUTO GLOBAL PARTS;Repuestos para autos;Nissan;Automóvil;200.73;Pendiente constancia desistimiento;;27-jun-2025;Jun 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;28-abr-2025;Abr 25;Falta de información;AG AUTO PARTES;Repuestos para autos;Toyota;Automóvil;85.62;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;29-abr-2025;Abr 25;Incumplimiento de garantía;GRUPO TIME S.A.;Repuestos para autos;Toyota;Automóvil;321.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;29-abr-2025;Abr 25;Incumplimiento de garantía;POSTER CAR EDITION;Venta de autos usados;Toyota;Automóvil;8,664.14;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;29-abr-2025;Abr 25;Falta de información;AUTOS PLATINIUM;Venta de autos usados;No se Registro;Automóvil;1,500.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;30-abr-2025;Abr 25;Falta de información;AUTOS PLATINIUM;Venta de autos usados;Nissan;Automóvil;5,300.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;03-abr-2025;Abr 25;Incumplimiento de garantía;MUEBLES JAMAR;Mueblerías;No se Registro;Cama;2,548.00;Acuerdo/Reparación;;02-jun-2025;Jun 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;03-abr-2025;Abr 25;Incumplimiento de garantía;RAENCO;Almacén por departamentos;No se Registro;Estufa;673.03;Pendiente constancia desistimiento;;16-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;03-abr-2025;Abr 25;Incumplimiento de garantía;PHOTURA;Electrodomésticos/equipos electrónicos;LG;Refrigeradora;736.69;Desistimiento/Devolución;736.69;15-abr-2025;Abr 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;03-abr-2025;Abr 25;Incumplimiento de garantía;TITAN PANAMÁ;Almacén por departamentos;Samsung;Televisor;866.69;Acuerdo en audiencia/Varios;;22-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;03-abr-2025;Abr 25;Incumplimiento de garantía;TITAN PANAMÁ;Almacén por departamentos;JBL;Bocina;254.74;Acuerdo/Devolución;254.74;02-jun-2025;Jun 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;03-abr-2025;Abr 25;Falta de información;E-VISION,S.A.;Electrodomésticos/equipos electrónicos;Samsung;Lavadora;72.76;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;04-abr-2025;Abr 25;Cobro indebido;THE MOUTH CLINIC;Mueblería/equipo electrónico;No se Registro;No se Registro;80.00;Desistimiento/Devolución;80.00;14-ago-2025;Ago 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;04-abr-2025;Abr 25;Incumplimiento de servicio;PRO EQUIPOS S.A.;Fábricas de muebles;No se Registro;No se Registro;4,200.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;04-abr-2025;Abr 25;Incumplimiento de garantía;DIGITAL CITY;Electrodomésticos/equipos electrónicos;Samsung;Refrigeradora;395.00;Desistimiento;;02-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;04-abr-2025;Abr 25;Incumplimiento de garantía;CASA MATERIALES JN2;Materiales de construcción;No se Registro;No se Registro;2,032.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;04-abr-2025;Abr 25;Incumplimiento de servicio;OFERTA 24;Ventas por internet;No se Registro;No se Registro;17.00;Pendiente constancia desistimiento;;08-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;08-abr-2025;Abr 25;Incumplimiento de garantía;RODELAG;Almacén por departamentos;Whirlpool;Refrigeradora;570.00;Pendiente constancia desistimiento;;09-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;08-abr-2025;Abr 25;Incumplimiento de garantía;E-VISION,S.A.;Electrodomésticos/equipos electrónicos;Samsung;Refrigeradora;1,347.02;Acuerdo/Devolución;1,326.75;16-jun-2025;Jun 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;08-abr-2025;Abr 25;Incumplimiento de garantía;GSU HOLDINGS, S.A.;Repuestos y reparaciones (talleres varios no autos);Panasonic;Aire acondicionado;1,001.41;Desistimiento;;05-may-2025;May 25;2025;2025
Veracidad;Panamá;Ley 45 de 2007;11-abr-2025;Abr 25;Veracidad de la publicidad;RUNNING BALBOA;Almacén de ropa y calzados;No se Registro;Zapatos;44.93;Acuerdo en audiencia/Varios;;02-jun-2025;Jun 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;08-abr-2025;Abr 25;Falta de información;MONA ROSA, S.A.;Almacén de ropa y calzados;No se Registro;No se Registro;963.00;Desistimiento;;24-abr-2025;Abr 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;08-abr-2025;Abr 25;Falta de información;HOPSA;Materiales de construcción;No se Registro;No se Registro;77.52;Desistimiento/Devolución;77.52;02-may-2025;May 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;08-abr-2025;Abr 25;Incumplimiento de garantía;DUO CELL, S.A.;Almacén por departamentos;Samsung;Celular;313.00;Desistimiento/Devolución;313.00;22-may-2025;May 25;2025;2025
